#QTL	Publication	TO	type	CO	Location
QCHLC10.10	Fiedler et al 2014				10:8044545-8486796
QCHLC10.2	Rama Reddy et al 2014				10:8890257-10050581
QCHLC10.3	Fiedler et al 2014				10:49879690-50273151
QCHLC10.11	Fiedler et al 2014				10:49879690-50273151
QCHLC10.4	Fiedler et al 2014				10:51313679-51730693
QCHLC10.12	Fiedler et al 2014				10:51313679-51730693
QCHLC10.13	Fiedler et al 2014				10:51313679-51730693
QCHLC10.14	Fiedler et al 2014				10:56361603-56433897
QCHLC10.15	Bekele et al 2014				10:57682891-60536563
QCHLC10.5	Crasta et al 1999				10:58137480-60484422
QCHLF1.1	Fiedler et al 2014				1:4152458-4793959
QCHLF1.9	Fiedler et al 2014				1:4152458-4793959
QCHLF1.2	Fiedler et al 2014				1:5136752-6613450
QCHLF1.3	Fiedler et al 2014				1:12014907-12371285
QCHLF1.10	Fiedler et al 2014				1:13332874-14428903
QCHLF1.11	Fiedler et al 2014				1:13332874-14428903
QCHLF1.41	Fiedler et al 2016				1:14861864-15460613
QCHLF1.31	Fiedler et al 2016				1:24201353-60963953
QCHLF1.12	Fiedler et al 2014				1:50213605-51743889
QCHLF1.13	Fiedler et al 2014				1:50213605-51743889
QCHLF1.38	Fiedler et al 2016				1:52279879-52840488
QCHLF1.4	Fiedler et al 2014				1:55359817-57251504
QCHLF1.14	Fiedler et al 2014				1:55359817-57251504
QCHLF1.15	Fiedler et al 2014				1:57296305-57717437
QCHLF1.16	Fiedler et al 2014				1:57296305-57717437
QCHLF1.5	Fiedler et al 2014				1:59090956-59250016
QCHLF1.17	Fiedler et al 2014				1:59090956-59250016
QCHLF1.18	Fiedler et al 2014				1:59090956-59250016
QCHLF1.36	Fiedler et al 2016				1:59130844-59334599
QCHLF1.35	Fiedler et al 2016				1:60940129-60957143
QCHLF1.19	Fiedler et al 2014				1:60953424-60964157
QCHLF1.20	Fiedler et al 2014				1:60953424-60964157
QCHLF1.42	Fiedler et al 2016				1:61226862-61470857
QCHLF1.39	Fiedler et al 2016				1:61644776-62277517
QCHLF1.37	Fiedler et al 2016				1:63740708-64463615
QCHLF1.40	Fiedler et al 2016				1:63740708-64463615
QCHLF1.21	Fiedler et al 2014				1:66217041-66643663
QCHLF1.6	Fiedler et al 2014				1:66822992-66908741
QCHLF1.22	Fiedler et al 2014				1:66943041-67087821
QCHLF1.23	Fiedler et al 2014				1:66943041-67087821
QCHLF1.32	Fiedler et al 2016				1:71483396-78004147
QCHLF1.24	Fiedler et al 2014				1:74611247-74758646
QCHLF1.25	Fiedler et al 2014				1:74611247-74758646
QCHLF1.34	Fiedler et al 2016				1:74635672-80878678
QCHLF1.33	Fiedler et al 2016				1:75077098-80878678
QCHLF1.7	Fiedler et al 2014				1:77441094-77629746
QCHLF1.8	Fiedler et al 2014				1:77441094-77629746
QCHLF1.26	Fiedler et al 2014				1:77441094-77629746
QCHLF1.27	Fiedler et al 2014				1:79610977-80360844
QCHLF1.28	Fiedler et al 2014				1:79610977-80360844
QCHLF1.29	Fiedler et al 2014				1:79610977-80360844
QCHLF1.30	Fiedler et al 2014				1:79610977-80360844
QCHLF2.2	Fiedler et al 2014				2:1212467-1328598
QCHLF2.35	Fiedler et al 2016				2:2189736-2303599
QCHLF2.3	Fiedler et al 2014				2:2526767-2650471
QCHLF2.4	Fiedler et al 2014				2:2526767-2650471
QCHLF2.5	Fiedler et al 2014				2:2526767-2650471
QCHLF2.6	Fiedler et al 2014				2:2526767-2650471
QCHLF2.7	Fiedler et al 2014				2:6127413-7577687
QCHLF2.8	Fiedler et al 2014				2:6127413-7577687
QCHLF2.9	Fiedler et al 2014				2:14158393-14187603
QCHLF2.10	Fiedler et al 2014				2:14158393-14187603
QCHLF2.31	Fiedler et al 2016				2:16078891-19328690
QCHLF2.11	Fiedler et al 2014				2:16853735-20403133
QCHLF2.12	Fiedler et al 2014				2:16853735-20403133
QCHLF2.13	Fiedler et al 2014				2:16853735-20403133
QCHLF2.14	Fiedler et al 2014				2:16853735-20403133
QCHLF2.32	Fiedler et al 2016				2:17042781-20403133
QCHLF2.15	Fiedler et al 2014				2:20403133-47999656
QCHLF2.16	Fiedler et al 2014				2:20403133-47999656
QCHLF2.29	Fiedler et al 2016				2:60411376-71013958
QCHLF2.30	Fiedler et al 2016				2:61660713-69899062
QCHLF2.28	Fiedler et al 2016				2:61909731-69785972
QCHLF2.17	Fiedler et al 2014				2:63619762-63990627
QCHLF2.18	Fiedler et al 2014				2:63619762-63990627
QCHLF2.19	Fiedler et al 2014				2:63619762-63990627
QCHLF2.20	Fiedler et al 2014				2:63619762-63990627
QCHLF2.21	Fiedler et al 2014				2:63619762-63990627
QCHLF2.22	Fiedler et al 2014				2:64143885-64863424
QCHLF2.23	Fiedler et al 2014				2:64143885-64863424
QCHLF2.24	Fiedler et al 2014				2:64143885-64863424
QCHLF2.1	Fiedler et al 2014				2:64876159-65116538
QCHLF2.25	Fiedler et al 2014				2:65028187-65381593
QCHLF2.26	Fiedler et al 2014				2:68082309-68502429
QCHLF2.33	Fiedler et al 2016				2:69342288-69731944
QCHLF2.34	Fiedler et al 2016				2:69342288-69731944
QCHLF2.27	Fiedler et al 2014				2:71564773-72050714
QCHLF3.3	Fiedler et al 2014				3:825391-1886609
QCHLF3.14	Fiedler et al 2016				3:1892364-13057562
QCHLF3.20	Fiedler et al 2016				3:1941934-2149447
QCHLF3.13	Fiedler et al 2016				3:3054436-12026139
QCHLF3.15	Fiedler et al 2016				3:3127547-15119496
QCHLF3.12	Fiedler et al 2016				3:5145535-11043366
QCHLF3.11	Fiedler et al 2016				3:5362082-53700776
QCHLF3.18	Fiedler et al 2016				3:13147991-13778106
QCHLF3.1	Fiedler et al 2014				3:14505157-14965844
QCHLF3.4	Fiedler et al 2014				3:14505157-14965844
QCHLF3.5	Fiedler et al 2014				3:14505157-14965844
QCHLF3.6	Fiedler et al 2014				3:14505157-14965844
QCHLF3.19	Fiedler et al 2016				3:16172595-16633283
QCHLF3.7	Fiedler et al 2014				3:16785559-45920667
QCHLF3.8	Fiedler et al 2014				3:48564563-50226202
QCHLF3.10	Fiedler et al 2016				3:55946431-62937303
QCHLF3.17	Fiedler et al 2016				3:57260278-57317488
QCHLF3.16	Fiedler et al 2016				3:63516784-63623507
QCHLF3.9	Fiedler et al 2014				3:64190176-65365556
QCHLF3.2	Fiedler et al 2014				3:68370945-69144162
QCHLF4.18	Fiedler et al 2016				4:71579-4586074
QCHLF4.1	Fiedler et al 2014				4:6537429-6560635
QCHLF4.2	Fiedler et al 2014				4:6600085-6623291
QCHLF4.3	Fiedler et al 2014				4:6627932-6646482
QCHLF4.4	Fiedler et al 2014				4:10365223-10785211
QCHLF4.5	Fiedler et al 2014				4:49168271-49555857
QCHLF4.6	Fiedler et al 2014				4:49168271-49555857
QCHLF4.7	Fiedler et al 2014				4:49168271-49555857
QCHLF4.8	Fiedler et al 2014				4:49168271-49555857
QCHLF4.9	Fiedler et al 2014				4:52564926-52897150
QCHLF4.10	Fiedler et al 2014				4:52564926-52897150
QCHLF4.20	Fiedler et al 2016				4:53689412-53787148
QCHLF4.22	Fiedler et al 2016				4:53689412-53787148
QCHLF4.19	Fiedler et al 2016				4:53995079-55389884
QCHLF4.21	Fiedler et al 2016				4:53995079-55389884
QCHLF4.11	Fiedler et al 2014				4:55120839-55831673
QCHLF4.12	Fiedler et al 2014				4:55120839-55831673
QCHLF4.13	Fiedler et al 2014				4:55120839-55831673
QCHLF4.14	Fiedler et al 2014				4:55120839-55831673
QCHLF4.15	Fiedler et al 2014				4:55120839-55831673
QCHLF4.16	Fiedler et al 2016				4:57256070-65079401
QCHLF4.17	Fiedler et al 2016				4:58770706-65958684
QCHLF4.23	Fiedler et al 2016				4:68138089-68647279
QCHLF5.2	Fiedler et al 2014				5:754333-801000
QCHLF5.3	Fiedler et al 2014				5:754333-801000
QCHLF5.4	Fiedler et al 2014				5:815001-910147
QCHLF5.28	Fiedler et al 2016				5:3010652-4095457
QCHLF5.5	Fiedler et al 2014				5:5660971-5713604
QCHLF5.6	Fiedler et al 2014				5:5660971-5713604
QCHLF5.7	Fiedler et al 2014				5:5660971-5713604
QCHLF5.8	Fiedler et al 2014				5:5660971-5713604
QCHLF5.9	Fiedler et al 2014				5:5660971-5713604
QCHLF5.27	Fiedler et al 2016				5:6677737-7146256
QCHLF5.32	Fiedler et al 2016				5:6677737-7146256
QCHLF5.34	Fiedler et al 2016				5:6677737-7146256
QCHLF5.10	Fiedler et al 2014				5:6937938-7177455
QCHLF5.11	Fiedler et al 2014				5:6937938-7177455
QCHLF5.29	Fiedler et al 2016				5:8565685-8965067
QCHLF5.35	Fiedler et al 2016				5:10984341-11051290
QCHLF5.12	Fiedler et al 2014				5:13325153-51801797
QCHLF5.31	Fiedler et al 2016				5:13530843-51998160
QCHLF5.1	Fiedler et al 2014				5:61415751-62271210
QCHLF5.13	Fiedler et al 2014				5:61415751-62271210
QCHLF5.14	Fiedler et al 2014				5:61415751-62271210
QCHLF5.15	Fiedler et al 2014				5:61415751-62271210
QCHLF5.16	Fiedler et al 2014				5:61415751-62271210
QCHLF5.17	Fiedler et al 2014				5:61415751-62271210
QCHLF5.18	Fiedler et al 2014				5:61415751-62271210
QCHLF5.19	Fiedler et al 2014				5:61415751-62271210
QCHLF5.20	Fiedler et al 2014				5:61415751-62271210
QCHLF5.21	Fiedler et al 2014				5:62055792-62613235
QCHLF5.30	Fiedler et al 2016				5:64140554-64211911
QCHLF5.33	Fiedler et al 2016				5:64160597-64231953
QCHLF5.22	Fiedler et al 2014				5:65055282-65095925
QCHLF5.23	Fiedler et al 2014				5:65055282-65095925
QCHLF5.24	Fiedler et al 2014				5:65055282-65095925
QCHLF5.25	Fiedler et al 2014				5:69484814-69519247
QCHLF5.26	Fiedler et al 2014				5:69484814-69519247
QCHLF6.1	Fiedler et al 2014				6:1458594-1501231
QCHLF6.3	Fiedler et al 2014				6:1458594-1501231
QCHLF6.4	Fiedler et al 2014				6:1458594-1501231
QCHLF6.5	Fiedler et al 2014				6:1458594-1501231
QCHLF6.6	Fiedler et al 2014				6:1458594-1501231
QCHLF6.7	Fiedler et al 2014				6:1458594-1501231
QCHLF6.8	Fiedler et al 2014				6:1671780-1714417
QCHLF6.9	Fiedler et al 2014				6:1671780-1714417
QCHLF6.10	Fiedler et al 2014				6:44626281-44937590
QCHLF6.11	Fiedler et al 2014				6:44963076-44986245
QCHLF6.12	Fiedler et al 2014				6:44963076-44986245
QCHLF6.13	Fiedler et al 2014				6:49129024-49532074
QCHLF6.14	Fiedler et al 2014				6:49129024-49532074
QCHLF6.18	Fiedler et al 2016				6:49499986-49644048
QCHLF6.19	Fiedler et al 2016				6:49499986-49644048
QCHLF6.17	Fiedler et al 2016				6:54671423-61260478
QCHLF6.2	Fiedler et al 2014				6:56643828-56833459
QCHLF6.15	Fiedler et al 2014				6:56867477-57289159
QCHLF6.16	Fiedler et al 2014				6:58493693-59806930
QCHLF7.18	Fiedler et al 2016				7:1276261-3051515
QCHLF7.19	Fiedler et al 2016				7:1450560-1654632
QCHLF7.20	Fiedler et al 2016				7:1450560-1654632
QCHLF7.1	Fiedler et al 2014				7:2373496-2457779
QCHLF7.3	Fiedler et al 2014				7:2373496-2457779
QCHLF7.4	Fiedler et al 2014				7:2373496-2457779
QCHLF7.5	Fiedler et al 2014				7:3919642-3985716
QCHLF7.6	Fiedler et al 2014				7:3919642-3985716
QCHLF7.7	Fiedler et al 2014				7:3919642-3985716
QCHLF7.8	Fiedler et al 2014				7:3919642-3985716
QCHLF7.9	Fiedler et al 2014				7:7551257-7988153
QCHLF7.10	Fiedler et al 2014				7:9298839-9847495
QCHLF7.11	Fiedler et al 2014				7:9473597-10025441
QCHLF7.12	Fiedler et al 2014				7:9473597-10025441
QCHLF7.2	Fiedler et al 2014				7:39543566-48379318
QCHLF7.13	Fiedler et al 2014				7:39543566-48379318
QCHLF7.14	Fiedler et al 2014				7:46908753-51810638
QCHLF7.15	Fiedler et al 2014				7:53525960-54795176
QCHLF7.16	Fiedler et al 2014				7:53525960-54795176
QCHLF7.17	Fiedler et al 2014				7:53525960-54795176
QCHLF8.32	Fiedler et al 2016				8:257908-341951
QCHLF8.2	Fiedler et al 2014				8:2302684-2378755
QCHLF8.3	Fiedler et al 2014				8:2302684-2378755
QCHLF8.4	Fiedler et al 2014				8:2302684-2378755
QCHLF8.5	Fiedler et al 2014				8:2302684-2378755
QCHLF8.6	Fiedler et al 2014				8:2302684-2378755
QCHLF8.7	Fiedler et al 2014				8:2302684-2378755
QCHLF8.8	Fiedler et al 2014				8:2302684-2378755
QCHLF8.9	Fiedler et al 2014				8:2404950-2777587
QCHLF8.10	Fiedler et al 2014				8:2404950-2777587
QCHLF8.11	Fiedler et al 2014				8:2404950-2777587
QCHLF8.12	Fiedler et al 2014				8:2404950-2777587
QCHLF8.1	Fiedler et al 2014				8:8060328-8182412
QCHLF8.13	Fiedler et al 2014				8:8060328-8182412
QCHLF8.14	Fiedler et al 2014				8:8253530-53262255
QCHLF8.30	Fiedler et al 2016				8:53968320-60763813
QCHLF8.29	Fiedler et al 2016				8:54026021-60736244
QCHLF8.15	Fiedler et al 2014				8:55243125-55596065
QCHLF8.16	Fiedler et al 2014				8:55440261-55767722
QCHLF8.31	Fiedler et al 2016				8:56096174-56459544
QCHLF8.17	Fiedler et al 2014				8:57389997-57495495
QCHLF8.18	Fiedler et al 2014				8:57389997-57495495
QCHLF8.19	Fiedler et al 2014				8:58301071-58532747
QCHLF8.20	Fiedler et al 2014				8:61222390-62671469
QCHLF8.21	Fiedler et al 2014				8:61222390-62671469
QCHLF8.22	Fiedler et al 2014				8:61222390-62671469
QCHLF8.23	Fiedler et al 2014				8:61222390-62671469
QCHLF8.24	Fiedler et al 2014				8:61222390-62671469
QCHLF8.25	Fiedler et al 2014				8:61222390-62671469
QCHLF8.33	Fiedler et al 2016				8:61222430-61222485
QCHLF8.26	Fiedler et al 2014				8:61222434-62671469
QCHLF8.27	Fiedler et al 2014				8:61222434-62671469
QCHLF8.28	Fiedler et al 2014				8:61222434-62671469
QCHLF9.16	Fiedler et al 2016				9:1144472-1194333
QCHLF9.3	Fiedler et al 2014				9:2837127-2891605
QCHLF9.1	Fiedler et al 2014				9:13245544-43924917
QCHLF9.14	Fiedler et al 2016				9:46711408-47753474
QCHLF9.15	Fiedler et al 2016				9:46711408-47753474
QCHLF9.2	Fiedler et al 2014				9:47754173-47754598
QCHLF9.4	Fiedler et al 2014				9:47754173-47754598
QCHLF9.5	Fiedler et al 2014				9:47754173-47754598
QCHLF9.6	Fiedler et al 2014				9:47754173-47754598
QCHLF9.7	Fiedler et al 2014				9:47755809-47807159
QCHLF9.8	Fiedler et al 2014				9:47755915-47858189
QCHLF9.9	Fiedler et al 2014				9:48468047-49459205
QCHLF9.10	Fiedler et al 2014				9:48468047-49459205
QCHLF9.11	Fiedler et al 2014				9:55088842-55686061
QCHLF9.12	Fiedler et al 2014				9:55088842-55686061
QCHLF9.13	Fiedler et al 2014				9:56104114-56610219
QCHLF10.22	Fiedler et al 2016				10:1326241-9410910
QCHLF10.23	Fiedler et al 2016				10:1590357-10248671
QCHLF10.1	Fiedler et al 2014				10:7299420-7567031
QCHLF10.2	Fiedler et al 2014				10:7299420-7567031
QCHLF10.3	Fiedler et al 2014				10:7299420-7567031
QCHLF10.4	Fiedler et al 2014				10:7418242-7646904
QCHLF10.5	Fiedler et al 2014				10:7418242-7646904
QCHLF10.6	Fiedler et al 2014				10:7418242-7646904
QCHLF10.7	Fiedler et al 2014				10:7418242-7646904
QCHLF10.8	Fiedler et al 2014				10:8044545-8486796
QCHLF10.9	Fiedler et al 2014				10:8044545-8486796
QCHLF10.10	Fiedler et al 2014				10:8044545-8486796
QCHLF10.11	Fiedler et al 2014				10:8044545-8486796
QCHLF10.12	Fiedler et al 2014				10:8044545-8486796
QCHLF10.13	Fiedler et al 2014				10:8044545-8486796
QCHLF10.14	Fiedler et al 2014				10:9361134-9791830
QCHLF10.15	Fiedler et al 2014				10:9361134-9791830
QCHLF10.16	Fiedler et al 2014				10:9361134-9791830
QCHLF10.25	Fiedler et al 2016				10:9854911-10210170
QCHLF10.24	Fiedler et al 2016				10:10378062-52856780
QCHLF10.17	Fiedler et al 2014				10:13793457-41745111
QCHLF10.18	Fiedler et al 2014				10:13793457-41745111
QCHLF10.19	Fiedler et al 2014				10:13793457-41745111
QCHLF10.20	Fiedler et al 2014				10:48032314-49467141
QCHLF10.21	Fiedler et al 2014				10:48032314-49467141
QCO2A1.1	Kapanigowda et al 2014				1:10635049-20646077
QCO2A5.1	Kapanigowda et al 2014				5:6243093-11149753
QCO2A9.1	Kapanigowda et al 2014				9:49439082-53841544
QCREN2.1	Murray et al 2008a				2:9910465-14088809
QCREN8.1	Murray et al 2008a				8:5070472-8257148
QDTFL1.1	Mace, Hunt & Jordan 2013			CO_324:0000085	1:3945990-4716052
QDTFL1.58	Bouchet et al 2017			CO_324:0000085	1:4109383-4754951
QDTFL1.3	Kebede et al 2001			CO_324:0000085	1:5152982-7449359
QDTFL1.2	Wang et al 2014a			CO_324:0000085	1:5170469-6964676
QDTFL1.4	Sangma 2013			CO_324:0000085	1:6825504-8516763
QDTFL1.6	Nagaraja Reddy et al 2013			CO_324:0000085	1:6970903-13205580
QDTFL1.5	Mannai et al 2011			CO_324:0000085	1:8927586-9873328
QDTFL1.7	Nagaraja Reddy et al 2013			CO_324:0000085	1:11281269-12897790
QDTFL1.8	Crasta et al 1999			CO_324:0000085	1:14733771-21689190
QDTFL1.12	Sangma 2013			CO_324:0000085	1:22822647-60624067
QDTFL1.57	Sukumaran et al 2016			CO_324:0000085	1:23701470-54182975
QDTFL1.10	Felderhoff et al 2012			CO_324:0000085	1:23737680-57731222
QDTFL1.9	Mace, Hunt & Jordan 2013			CO_324:0000085	1:23852949-50852431
QDTFL1.49	Phuong et al 2014_ NOTE RETRACTED			CO_324:0000085	1:23936215-55258404
QDTFL1.48	Phuong et al 2014_ NOTE RETRACTED			CO_324:0000085	1:24091737-54561639
QDTFL1.51	Burrell et al 2015			CO_324:0000085	1:24315641-51917639
QDTFL1.52	Burrell et al 2015			CO_324:0000085	1:24315641-51917639
QDTFL1.11	Mantilla Perez et al 2014			CO_324:0000085	1:52481286-53041895
QDTFL1.50	Phuong et al 2013			CO_324:0000085	1:53139597-58538474
QDTFL1.53	Burks et al 2015			CO_324:0000085	1:55443908-57260691
QDTFL1.54	Burks et al 2015			CO_324:0000085	1:55443908-57260691
QDTFL1.13	Mace, Hunt & Jordan 2013			CO_324:0000085	1:55814067-58509870
QDTFL1.15	Ritter et al 2008			CO_324:0000085	1:57240626-60169942
QDTFL1.14	Wang et al 2014a			CO_324:0000085	1:57266815-58744343
QDTFL1.55	Burks et al 2015			CO_324:0000085	1:57293707-57716277
QDTFL1.18	Phuong et al 2013			CO_324:0000085	1:57717883-60172264
QDTFL1.16	Srinivas et al 2009			CO_324:0000085	1:57741071-59421462
QDTFL1.17	Srinivas et al 2009			CO_324:0000085	1:57794944-59270223
QDTFL1.19	Mantilla Perez et al 2014			CO_324:0000085	1:59058324-59180820
QDTFL1.20	Mantilla Perez et al 2014			CO_324:0000085	1:59059403-59183109
QDTFL1.21	Sakhi et al 2013			CO_324:0000085	1:59797727-60205562
QDTFL1.22	Sakhi et al 2013			CO_324:0000085	1:59797727-60205562
QDTFL1.23	Sakhi et al 2013			CO_324:0000085	1:59797727-60205562
QDTFL1.24	Sakhi et al 2013			CO_324:0000085	1:59797727-60205562
QDTFL1.56	Mocoeur et al 2015			CO_324:0000085	1:64553436-67183780
QDTFL1.26	Srinivas et al 2009			CO_324:0000085	1:65913670-67693323
QDTFL1.25	Mace, Hunt & Jordan 2013			CO_324:0000085	1:65974789-66985915
QDTFL1.27	Mannai et al 2011			CO_324:0000085	1:66046393-67688551
QDTFL1.28	Sangma 2013			CO_324:0000085	1:66981628-67767611
QDTFL1.31	Takai et al 2012			CO_324:0000085	1:67866893-67973986
QDTFL1.29	Takai et al 2012			CO_324:0000085	1:67872075-67968804
QDTFL1.30	Takai et al 2012			CO_324:0000085	1:67872708-67968171
QDTFL1.32	Feltus et al 2006			CO_324:0000085	1:67887385-69762802
QDTFL1.33	Nagaraja Reddy et al 2013			CO_324:0000085	1:67890482-71249857
QDTFL1.61	Mace and Jordan 2010			CO_324:0000085	1:67944339-67983869
QDTFL1.60	Gelli et al 2016			CO_324:0000085	1:68005966-70578412
QDTFL1.35	Sangma 2013			CO_324:0000085	1:68018628-73941629
QDTFL1.59	Gelli et al 2016			CO_324:0000085	1:68048573-71154587
QDTFL1.37	Srinivas et al 2009			CO_324:0000085	1:68073958-73892657
QDTFL1.34	Mannai et al 2011			CO_324:0000085	1:69303607-73302773
QDTFL1.36	Srinivas et al 2009			CO_324:0000085	1:70214776-71925908
QDTFL1.38	Mantilla Perez et al 2014			CO_324:0000085	1:72212405-72701504
QDTFL1.45	Sangma 2013			CO_324:0000085	1:77647692-80878678
QDTFL1.39	Wang et al 2014a			CO_324:0000085	1:78142879-78396425
QDTFL1.40	Upadhyaya et al 2013b			CO_324:0000085	1:78396425-78396426
QDTFL1.41	Wang et al 2014a			CO_324:0000085	1:78396425-80322304
QDTFL1.42	Wang et al 2014a			CO_324:0000085	1:78396425-80322304
QDTFL1.43	Wang et al 2014a			CO_324:0000085	1:78396425-80322304
QDTFL1.44	Sangma 2013			CO_324:0000085	1:78538363-78641042
QDTFL1.46	Mace, Hunt & Jordan 2013			CO_324:0000085	1:79451863-79664015
QDTFL1.47	Upadhyaya et al 2013b			CO_324:0000085	1:79515508-80013988
QDTFL2.1	Mace, Hunt & Jordan 2013			CO_324:0000085	2:5659121-6043754
QDTFL2.2	Sangma 2013			CO_324:0000085	2:6048220-9544853
QDTFL2.4	Wang et al 2014a			CO_324:0000085	2:10157790-57855789
QDTFL2.5	Wang et al 2014a			CO_324:0000085	2:10157790-57855789
QDTFL2.6	Wang et al 2014a			CO_324:0000085	2:10157790-57855789
QDTFL2.3	Sangma 2013			CO_324:0000085	2:10281892-55941920
QDTFL2.34	Mocoeur et al 2015			CO_324:0000085	2:12066805-56033455
QDTFL2.7	Phuong et al 2013			CO_324:0000085	2:14175016-56002352
QDTFL2.9	Srinivas et al 2009			CO_324:0000085	2:54594834-58457704
QDTFL2.8	Srinivas et al 2009			CO_324:0000085	2:55943224-57067283
QDTFL2.10	Mannai et al 2011			CO_324:0000085	2:55943227-57081385
QDTFL2.12	Lin et al 1995			CO_324:0000085	2:59098668-60447689
QDTFL2.11	Sangma 2013			CO_324:0000085	2:59431265-59757958
QDTFL2.13	Mace, Hunt & Jordan 2013			CO_324:0000085	2:60451761-61076888
QDTFL2.14	Sangma 2013			CO_324:0000085	2:60572288-61548638
QDTFL2.15	Mannai et al 2011			CO_324:0000085	2:60632551-61563842
QDTFL2.16	Sakhi et al 2013			CO_324:0000085	2:61627702-61688520
QDTFL2.17	Sakhi et al 2013			CO_324:0000085	2:61627702-61688520
QDTFL2.37	Sukumaran et al 2016			CO_324:0000085	2:61960064-64980538
QDTFL2.18	Mantilla Perez et al 2014			CO_324:0000085	2:61967494-62028312
QDTFL2.39	Sukumaran et al 2016			CO_324:0000085	2:62025340-63729630
QDTFL2.40	Sukumaran et al 2016			CO_324:0000085	2:62087709-63688373
QDTFL2.38	Sukumaran et al 2016			CO_324:0000085	2:62185745-63513304
QDTFL2.41	Sukumaran et al 2016			CO_324:0000085	2:62243415-63536714
QDTFL2.32	Phuong et al 2014_ NOTE RETRACTED			CO_324:0000085	2:62642219-65673284
QDTFL2.20	Mace, Hunt & Jordan 2013			CO_324:0000085	2:63490804-67323842
QDTFL2.22	Srinivas et al 2009			CO_324:0000085	2:63543218-68539393
QDTFL2.19	Sangma 2013			CO_324:0000085	2:63545993-63689023
QDTFL2.23	Srinivas et al 2009			CO_324:0000085	2:63935820-68008672
QDTFL2.21	Wang et al 2014a			CO_324:0000085	2:65600705-65924450
QDTFL2.24	Phuong et al 2013			CO_324:0000085	2:65968005-69575581
QDTFL2.35	Burks et al 2015			CO_324:0000085	2:65978485-66157410
QDTFL2.28	Kim 2003			CO_324:0000085	2:66265490-73414575
QDTFL2.33	Phuong et al 2013			CO_324:0000085	2:66467660-69017710
QDTFL2.42	Mace and Jordan 2010			CO_324:0000085	2:67339011-69827168
QDTFL2.25	Mannai et al 2011			CO_324:0000085	2:68456258-69827530
QDTFL2.26	Upadhyaya et al 2013b			CO_324:0000085	2:69132619-69704864
QDTFL2.27	Nagaraja Reddy et al 2013			CO_324:0000085	2:69254140-70166400
QDTFL2.29	Wang et al 2014a			CO_324:0000085	2:69829124-69953441
QDTFL2.30	Nagaraja Reddy et al 2013			CO_324:0000085	2:70464817-71233769
QDTFL2.31	Wang et al 2014a			CO_324:0000085	2:70575936-74327352
QDTFL2.36	Mocoeur et al 2015			CO_324:0000085	2:70593661-74641411
QDTFL3.2	Srinivas et al 2009			CO_324:0000085	3:0-2969432
QDTFL3.3	Wang et al 2014a			CO_324:0000085	3:0-5344616
QDTFL3.1	Srinivas et al 2009			CO_324:0000085	3:3305-2318584
